Country Name,Country Code,Indicator Name,Indicator Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
China,CHN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,19.39111519,20.15648842,20.56550217,21.62356377,23.01426888,23.70690918,24.5249157,25.31930542,25.81467247,26.21024895,26.1957016,26.94024658,27.45986938,27.99007607,28.50980377,29.04038048,30.47986412,31.90995407,33.35016632,34.77970505,36.43202347,37.65974426,39.08978271,40.53023148,41.76001358,42.98999786,44.34300995,45.88924408,46.98950577,48.34170532,49.23402706,51.83002853,53.10031128,54.49000168,55.75025558,57.32978439,58.83992386,60.24026871,61.50019836,62.70991516,63.52342303,64.72107697,65.21763611,65.5301448,65.8946981
Cote d'Ivoire,CIV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,37.18254655,37.46945353,37.73439844,37.96745463,38.18407794,38.395636,38.61349642,38.84902681,39.11170349,39.39256565,39.68454297,39.98738172,40.30031871,40.62259072,40.95343456,41.29208701,41.63778489,41.98976498,42.34720612,42.71069076,43.0840065,43.4670149,43.85903215,44.25937442,44.66735789,45.08229874,45.50351317,45.93031734,46.36202744,46.79795965,47.23743015,47.67975513,48.12425076,48.57023322,49.01731446,49.46948947,49.92999103,50.39773097,50.87184778,51.35147998,51.83576608,52.3183462,52.84925497,53.40752016,53.97331139
Cameroon,CMR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,32.34373078,33.24152769,34.1047127,34.9355612,35.73634858,36.50935025,37.25684159,37.9817383,38.69341388,39.39616868,40.08873633,40.77016621,41.43950771,42.0958102,42.73812305,43.36549564,43.97697735,44.57161756,45.14846565,45.70657098,46.24498294,46.76275091,47.25892425,47.73255236,48.1826846,48.58378524,49.20441734,49.70270286,50.08583253,50.47141313,50.85050754,51.2229843,51.588712,51.94755919,52.29939444,52.64408631,52.98150338,53.31151421,53.63398737,53.94879141,54.25579492,54.55486645,54.84587457,55.12868785,55.40317486
DR Congo,COD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,26.84515227,27.15596977,27.46921932,27.78414737,28.10000038,28.42424577,28.76448819,29.12017999,29.49077348,29.875721,30.27447488,30.68648743,31.111211,31.5480979,31.99660047,32.45617104,32.92626193,33.40632546,33.89581398,34.3941798,34.90087526,35.41535268,35.93706439,36.46546272,37,37.40187386,37.80248271,38.20178134,38.59972452,38.99626705,39.39136371,39.78496928,40.17703856,40.56752632,40.95638735,41.34357644,41.72904838,42.11275794,42.49465992,42.87470909,43.25286025,43.62906818,44.00328766,44.37547349,44.74558044
Congo,COG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,46.76126615,48.22034114,49.57011001,50.74150216,51.64425477,52.31232991,52.86128161,53.35256767,53.79618744,54.20214028,54.58042552,54.94104254,55.29399068,55.64926929,56.01687773,56.40681535,56.82931789,57.29765138,57.80792879,58.34520499,58.89473803,59.44178591,59.97160669,60.46945838,60.92059902,61.31028664,61.62377926,61.85025634,62.03548157,62.21722947,62.39228711,62.55975081,62.71871691,62.86828172,63.00754156,63.13559276,63.25153165,63.35445453,63.44345775,63.51763761,63.57609045,63.61791258,63.64220033,63.66267576,63.88661117
Colombia,COL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,64.73411701,65.20361462,65.66704586,66.13027745,66.59917608,67.08071862,67.57109123,68.05864879,68.54117932,69.01858229,69.49075718,69.95760346,70.4190206,70.87334751,71.33490447,71.82371219,72.33262128,72.85063604,73.36676073,73.86999963,74.34935702,74.79383717,75.19244436,75.53418286,75.80805695,76.0049389,76.16191919,76.31440388,76.45967618,76.59641458,76.72329757,76.83900361,76.9422112,77.03159882,77.10584494,77.16362805,77.20362664,77.22451917,77.28048166,77.45955285,77.63825335,77.83395703,78.04646331,78.27557158,78.52108119
Comoros,COM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,23.21676875,23.66589813,24.195874,24.78375484,25.40368235,26.02979822,26.63624413,27.19716177,27.68669283,28.07897901,28.34816199,28.46694031,28.46566679,28.44033141,28.39948951,28.346842,28.28608975,28.22093365,28.15507461,28.0922135,28.03605122,27.99028866,27.95862671,27.94488646,27.95963002,28.01689521,28.1143216,28.24933214,28.41934981,28.62179754,28.85409829,29.11367503,29.39795069,29.70434825,30.03029066,30.37320086,30.73050182,31.09965597,31.40736452,31.72875841,32.06380722,32.41244443,32.77460355,33.15021809,33.53922157
Cabo Verde,CPV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,23.46047302,24.48828062,26.08924633,28.13064624,30.48597641,33.02873293,35.63241185,38.17050926,40.51652121,42.54394379,44.12794276,45.39673069,46.56447717,47.64394925,48.64949731,49.59547171,50.49622285,51.36610108,52.21945679,53.07064036,53.93321492,54.77621723,55.5703408,56.3297072,57.0677167,57.79776958,58.53326609,59.28760652,60.07419112,60.90642018,61.79742627,62.7419929,63.72604545,64.74862075,65.80851127,66.90450948,68.03540784,69.19999882,70.39707488,71.62542851,72.88385216,74.16079309,75.03373806,75.90642458,76.7721471
Costa Rica,CRI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.89453116,43.20334934,43.54373488,43.92703988,44.36522967,44.87303505,45.46781957,46.14287265,46.89121202,47.70585545,48.57982069,49.50612549,50.47778761,51.4878248,52.52925482,53.59509543,54.67836437,55.7720794,56.86925828,57.96291876,59.0462379,60.14276004,61.27876336,62.45180593,63.65960135,64.89986322,66.17030512,67.46864065,68.79258339,70.13984695,71.5081449,72.84265867,73.38950207,73.94317762,74.48669632,75.01981958,75.54230881,76.05392543,76.55443084,77.04358647,77.52115373,77.98689402,78.44056876,78.88193936,79.31076724
Caribbean small states,CSS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,48.4655031,48.69404916,48.93913644,49.19857732,49.4686257,49.74633632,50.02098297,50.27732217,50.51835622,50.74082761,50.92624625,51.05997948,51.15058818,51.21660598,51.26993686,51.32220147,51.3673378,51.39849888,51.4171947,51.42591657,51.42604171,51.41434618,51.37801859,51.30013357,51.17362468,50.94938877,50.77018574,50.59172189,50.42014408,50.26492289,50.15130145,50.12493597,50.14468184,50.15075391,50.1596535,50.1679113,50.17312988,50.17829635,50.09548172,50.06134489,50.1148273,50.12354191,50.13144487,50.10208893,50.09994257
Cuba,CUB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.40589905,68.9207386,69.52341461,70.25987244,70.82012939,71.07188416,71.57742813,72.14591217,72.67813873,73.25337982,73.7279892,74.14485168,74.41409302,74.49486542,74.50843811,74.58322906,74.78404999,75.06763458,75.31001282,75.38168335,75.63538361,75.88756561,75.85148911,75.86366387,75.91768166,76.00333195,76.11215311,76.23568347,76.36546138,76.49302519,76.60991325,76.7076639,76.77769201,76.81640625,76.84424591,76.87028503,76.91158295,76.96032715,77.01563263,77.07282257,77.10803223,77.09877014,77.10560608,77.12598723,77.16649292
Curacao,CUW,Urban population (% of total population),SP.URB.TOTL.IN.ZS,81.21518886,81.45841614,81.70994794,81.97168364,82.24552268,82.53336446,82.83710839,83.15865389,83.49990037,83.86274723,84.2490939,84.66083979,85.09987465,85.65851879,86.3868003,87.22312415,88.10588565,88.97348013,89.76430289,90.41674927,90.86921457,91.06014706,91.09703165,91.12782674,91.15340531,91.17469236,91.19261291,91.20809198,91.22205456,91.23542567,91.24913033,91.26394162,91.27913006,91.29387859,91.30820308,91.32204716,91.33535446,91.34806859,91.36013317,91.37149182,91.38208817,91.39186583,91.40076844,91.40809293,91.43218124
Cayman Islands,CYM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Cyprus,CYP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.06712638,62.37951828,63.33748072,64.03654581,64.64609338,65.19410152,65.68416429,66.11987574,66.50482992,66.84262088,67.13684266,67.39108932,67.60745736,67.8021115,67.9900353,68.16917206,68.33494025,68.48275833,68.60804478,68.70621807,68.77269668,68.80240681,68.78635894,68.71209732,68.59081414,68.43406742,68.25341517,68.0604154,67.86662613,67.68360538,67.52291116,67.39798928,67.30102891,67.21023336,67.12305588,67.04024779,66.96256041,66.89074506,66.82555305,66.76773571,66.71804435,66.67183654,66.66948294,66.67394775,66.68242592
Czech Republic,CZE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.68684689,75.49824547,75.48924939,75.47320187,75.45076198,75.42258878,75.38934136,75.35167878,75.31026011,75.26574444,75.21879083,75.1662909,75.09014413,74.98301603,74.85373673,74.70928729,74.5566488,74.40280232,74.25472892,74.11940967,74.00382565,73.91317525,73.83600676,73.76491502,73.69916472,73.63755454,73.57888319,73.52194936,73.46555174,73.40848903,73.34955992,73.28783384,73.22492396,73.16221869,73.0995921,73.03704429,72.97457534,72.91218536,72.84987444,72.78764267,72.72549016,72.68105944,72.69676384,72.73523884,72.79479846
Germany,DEU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,79.91712062,79.93158746,79.94458818,79.95626866,79.96677482,79.97625254,79.98484773,79.99270627,79.99997408,80.00679703,80.01332103,80.01969198,80.02605578,80.03255831,80.03934548,80.04656318,80.05435732,80.06287378,80.07225846,80.08265727,80.09421609,80.10708083,80.12139738,80.13731163,80.15496949,80.17451685,80.19609961,80.21986366,80.24595491,80.27451924,80.30570256,80.34057629,80.39344752,80.47323184,80.57574024,80.69743716,80.83478707,80.9842544,81.14230362,81.30539917,81.4700055,81.63258707,81.78678528,81.90343667,82.02114326
Djibouti,DJI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,73.2438766,73.79583399,74.22893094,74.55394926,74.84878799,75.13327403,75.39574835,75.62826962,75.82289655,75.97168783,76.06670213,76.09999779,76.05056189,75.91046713,75.69110985,75.40388616,75.06019221,74.6714241,74.24897798,73.80424996,73.34863616,72.89353273,72.45033576,72.03044141,71.64524578,71.306145,71.02453521,70.81181252,70.67937306,70.63832516,70.64865548,70.67765325,70.72663113,70.79693313,70.88990322,71.00688539,71.14922363,71.31826193,71.51534428,71.74181466,71.99901705,72.28829546,72.61099385,72.8408246,72.90526351
Dominica,DMA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,46.5397983,47.67853502,49.11024815,50.94682312,53.0422628,55.27188867,57.51102221,59.63498491,61.51909826,63.03868374,64.06906284,64.49779942,64.63283844,64.74171751,64.82585876,64.89283474,64.95021799,65.00558104,65.06649644,65.14053672,65.23527443,65.35860679,65.52092504,65.72441631,65.96530938,66.24007249,66.54517388,66.87708178,67.23226444,67.60719009,67.99832699,68.39781656,68.75460934,69.1197042,69.49078471,69.86791535,70.25116057,70.64058486,71.03625268,71.43822849,71.84657678,72.261362,72.68264864,73.11050114,73.544984
Denmark,DNK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,83.76986932,83.94840486,84.11275798,84.2721446,84.42012857,84.55216685,84.66371637,84.75023407,84.80717691,84.83000183,84.83588143,84.85371148,84.88294797,84.91960356,84.96019003,85.00121918,85.03920281,85.07065271,85.09208066,85.09999847,85.09999847,85.18830788,85.30000305,85.41999817,85.71302769,86.00597068,86.25012881,86.42514644,86.58313751,86.76176531,86.865242,87.1567654,87.23361969,87.54365248,87.68239857,87.72540566,87.69999695,88.01619438,88.10597623,88.20964908,88.23944855,88.26164493,88.38802398,88.55263854,88.69605527
Dominican Republic,DOM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,51.48170874,52.13497715,52.64186513,53.05172557,53.39961434,53.69939456,53.96492938,54.2100819,54.44871528,54.69469262,54.96187707,55.26413175,55.61531979,56.02972391,56.52823576,57.13170995,57.82874882,58.60736757,59.45558138,60.36140543,61.31285492,62.29794503,63.29140225,64.42619713,65.89140852,67.57591805,69.33385371,71.0193435,72.48651543,73.58949749,74.16427732,74.24403895,74.239868,74.225136,74.19315338,74.1372306,74.05067807,73.92680625,73.75892557,73.54034647,73.26437938,72.92433474,72.42031556,72.35779918,72.41218748
Algeria,DZA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.78369934,43.73110408,44.75414292,45.81626033,46.88090076,47.91150867,48.87152852,49.73253707,50.544702,51.34849348,52.1421277,52.92718114,53.70523031,54.4778517,55.2466218,56.0131171,56.7789141,57.5455893,58.31469953,59.08446475,59.85212394,60.61771728,61.38126586,62.1427908,62.9023132,63.65985419,64.41543486,65.16907633,65.90148587,66.50973846,67.12350579,67.73440075,68.34212586,68.94638361,69.54687652,70.14330709,70.73537783,71.32279124,71.90524985,72.48245614,73.05411263,73.61992183,74.17958624,74.73280836,75.27929072
East Asia & Pacific (excluding high income),EAP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,20.88422576,21.54982854,21.96322321,22.85056505,23.98133225,24.61518983,25.34184182,26.05559112,26.56085779,26.9990125,27.15345166,27.86585548,28.44262589,29.04824321,29.66177773,30.29235853,31.56476153,32.82683909,34.08831362,35.33044585,36.70985689,37.78418551,38.99628423,40.21208397,41.2783335,42.33969148,43.47697306,44.73530955,45.69334966,46.83443552,47.65608124,49.61404887,50.67570554,51.81221907,52.85657561,54.11146568,55.31861152,56.46546383,57.65027054,58.65556928,59.37052456,60.35261317,60.85939686,61.22764635,61.61255379
Early-demographic dividend,EAR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,30.55653819,30.98166001,31.38062652,31.77087423,32.1554652,32.53486581,32.90985831,33.28741377,33.65722115,34.01927396,34.41547581,34.77558887,35.13767398,35.48751389,35.85613751,36.22854794,36.57528102,36.94118502,37.31627225,37.69830085,38.08038177,38.4624516,38.84499977,39.23722449,39.64074349,40.04911996,40.45967609,40.8566742,41.28946694,41.72085341,42.13251533,42.55386929,43.0048414,43.52322981,44.00738004,44.45032339,44.80979685,45.12493606,45.43497729,45.76495961,46.08124523,46.37526008,46.69692434,47.0167431,47.34444447
East Asia & Pacific,EAS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,27.5885846,28.20405965,28.5898956,29.38045508,30.38640949,30.95670079,31.60972711,32.2524514,32.71115276,33.10841576,33.24742972,33.88451885,34.39317528,34.91863864,35.45168889,36.00213262,37.12286245,38.21845015,39.31902143,40.41276843,41.63434131,42.61548947,43.76848532,44.95131091,46.01391338,47.04084998,48.11785182,49.30491094,50.21786798,51.26916036,52.01870367,53.76520479,54.69996401,55.6959159,56.61267947,57.72331434,58.79219423,59.80370838,60.85152598,61.74355601,62.37414181,63.23519298,63.68282444,64.02443709,64.37440312
Europe & Central Asia (excluding high income),ECA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,49.55147473,50.05970181,50.56634077,51.09516144,51.62021939,52.10816312,52.59112641,53.08934911,53.59210608,53.99679278,54.32047767,54.62620786,54.89285542,55.1368076,55.3413208,55.51498356,55.67772907,55.88887866,56.09313492,56.39446006,56.73375042,57.04032508,57.37930574,57.75929915,58.14438687,58.5206845,58.92202417,59.32456546,59.76263037,60.22280458,60.72510704,61.32147734,62.26695315,63.85000396,65.56559959,66.81358449,67.20287418,67.29084252,67.44649929,67.75170862,67.95471779,68.15042546,68.16289393,68.16215494,68.27318867
Europe & Central Asia,ECS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,64.86295604,65.174695,65.46939945,65.74489007,66.00368843,66.24183091,66.49690902,66.74997659,66.99422796,67.20523122,67.35273696,67.48064851,67.54404008,67.61374646,67.72064126,67.83097251,67.98659142,68.17079163,68.32733559,68.44052263,68.65697333,68.86628709,69.05784813,69.24840248,69.40431668,69.56565453,69.7661316,69.96757386,70.16428876,70.35233181,70.58313962,70.81552936,71.15049378,71.67864575,72.23738947,72.6866697,72.93032055,73.03961434,73.18036559,73.36267126,73.49563501,73.62258644,73.72926827,73.8432015,73.97019769
Ecuador,ECU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,46.95988142,47.95161412,48.86989507,49.72322287,50.55514204,51.37556493,52.17843496,52.95769554,53.70729009,54.42116203,55.08967331,55.7280699,56.36279312,56.99457981,57.61571136,58.21846915,58.79513457,59.33798903,59.83931391,60.29139061,60.68650051,61.0123544,61.28712681,61.54184699,61.78295733,62.00687041,62.20999884,62.38875521,62.5395521,62.65880212,62.74052586,62.79490535,62.84087328,62.88372866,62.92324322,62.95918868,62.99133676,63.01945918,63.04332768,63.06271397,63.07738978,63.08712682,63.09018359,63.13077296,63.23769324
Egypt,EGY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,43.88770892,43.90955938,43.92809363,43.94314779,43.95455796,43.96216027,43.96568427,43.95143691,43.87267893,43.73983365,43.56888273,43.3758078,43.17659051,42.98721251,42.82365544,42.70190094,42.63969661,42.63579803,42.65595541,42.69003875,42.73393989,42.78355068,42.83476295,42.88346855,42.92555934,42.95692714,42.97299917,42.97296663,42.96089891,42.93834706,42.90571755,42.86341685,42.81185141,42.75142772,42.68255223,42.60563141,42.52107173,42.44860087,42.45771774,42.48120273,42.51815346,42.56860626,42.6325129,42.7098115,42.80043639
Euro area,EMU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,70.20184324,70.40208972,70.58797868,70.76023169,70.92830063,71.09083584,71.26078652,71.42079904,71.58345818,71.73897201,71.88175101,72.01709144,72.14929968,72.28905102,72.43628184,72.57471671,72.78779598,73.06665519,73.25205227,73.4001844,73.62058693,73.87456341,74.06398443,74.22589814,74.37668557,74.53522201,74.68582662,74.81351547,74.91465579,75.03840891,75.19514853,75.30679453,75.46870252,75.68336918,75.86975741,76.08236209,76.34907421,76.47374065,76.63462523,76.80772806,76.92318967,77.03332779,77.15445778,77.27595995,77.40225829
Eritrea,ERI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,14.36815691,14.54607267,14.73604398,14.94016384,15.16306401,15.43890572,15.76643848,16.19849586,16.68229485,17.67435837,18.5684948,19.83006964,21.43153441,23.2697147,25.24143612,27.24352428,29.17280476,30.92610316,32.4002451,33.49205617,34.09836197,34.3253212,34.54207993,34.74512863,34.9324646,35.10220337,35.2525177,35.38209534,35.48971176,35.57420349,35.634655,35.67062759,35.68242645,35.67133331,35.63972092,35.59100723,35.52542877,35.44271469,35.34510422,35.23523331,35.11613846,34.98711395,34.84692764,34.6964035,34.53655243
Spain,ESP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,71.54455731,71.97614955,72.38646298,72.77495179,73.14107016,73.4842723,73.80401238,74.09974459,74.37092312,74.61700216,74.83743589,75.03070202,75.19911087,75.34434535,75.47237253,75.58829727,75.69722446,75.80425898,75.91450569,76.03306948,76.16505523,76.31568895,76.49342172,76.70933559,76.95496275,77.22068019,77.49686488,77.77389379,78.0421439,78.29199219,78.51381562,78.69539796,78.84556803,78.98580869,79.11967138,79.24548927,79.36159553,79.46632331,79.55800578,79.63497611,79.69556746,79.7846243,79.95487946,80.128491,80.31519982
Estonia,EST,Urban population (% of total population),SP.URB.TOTL.IN.ZS,69.9892807,70.33285522,70.63935089,70.84629822,70.97338867,71.10913849,71.24588776,71.33101654,71.40501404,71.43385869,71.26958074,70.95587137,70.53333543,70.03660534,69.50031348,68.95909226,68.44757406,68.0003913,67.65217635,67.43756162,67.38552907,67.39264563,67.4090871,67.43417603,67.46735145,67.50805236,67.55571775,67.60978664,67.66969802,67.7348909,67.80480429,67.87755563,67.96295933,68.09234583,68.26683828,68.47966097,68.72403818,68.99319419,69.28035329,69.57873977,69.88157789,70.17772741,70.48923337,70.67700855,70.69811615
Ethiopia,ETH,Urban population (% of total population),SP.URB.TOTL.IN.ZS,10.37461147,10.57576924,10.78051559,10.98882001,11.20152596,11.42976198,11.67893538,11.94268094,12.21527706,12.49100215,12.76413463,13.02895289,13.27973536,13.51076043,13.71726765,13.88255787,14.10274696,14.30734539,14.51354313,14.71332169,14.91930962,15.11776733,15.33323383,15.54385376,15.7585907,15.98296738,16.21484756,16.09483303,16.79367065,17.15110016,17.49378395,17.86379051,18.2061367,18.61551476,19.02628708,19.4515667,19.87636185,20.30848503,20.78380966,21.24867058,21.62600517,22.10670853,22.73676872,23.05864716,23.62228394
European Union,EUU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.08886792,68.35701159,68.59101799,68.81001419,69.02572538,69.19707498,69.3885883,69.57477375,69.7531966,69.9196356,70.05408457,70.19051781,70.3202279,70.44844241,70.5767971,70.69092101,70.85406963,71.06725897,71.21370423,71.3330925,71.51997365,71.7569992,71.94461619,72.08885097,72.23088731,72.40023517,72.56149207,72.6886303,72.82139882,72.94684696,73.10923312,73.21620961,73.35266562,73.53767766,73.69831652,73.87437427,74.08907728,74.19407991,74.3251512,74.45964915,74.54998022,74.64693535,74.76596039,74.89435027,75.03001
Fragile and conflict affected situations,FCS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,31.62169939,32.08751212,32.50183533,32.90686476,33.34941528,33.80274656,34.26780474,34.7378739,35.1941084,35.6264755,36.12301034,36.46210795,36.75891645,37.03469579,37.26111163,37.45820099,37.70348474,37.96379306,38.22361782,38.48872288,38.77607698,39.05895078,39.32246926,39.59000646,39.8696489,40.14143118,40.39743676,40.6084866,40.92860638,41.2204354,41.52024139,41.86925575,42.33289265,42.85042769,43.22054426,43.52104849,43.81280759,44.10561094,44.39068252,44.65347247,44.93462921,45.24308179,45.52641383,45.77810848,46.1538253
Finland,FIN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,63.09133911,63.18169785,63.24192429,63.29449463,63.3598671,63.47177124,63.59027481,63.69998932,63.79589844,63.83656311,63.87722015,63.97018433,64.09547424,64.25202942,64.48939514,64.80593872,65.20982223,65.67939761,66.17871421,66.6718214,67.12276853,67.49823928,67.79516416,68.04255491,68.27665968,68.51405295,68.75882798,69.02003773,69.29436722,69.54625997,69.78557988,70.05832619,70.36613632,70.67421182,70.98791689,71.305493,71.61583834,71.95630383,72.34234677,72.74312144,73.08494398,73.37102158,73.69675978,74.00625486,74.26371905
Fiji,FJI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,37.75320628,37.86880381,37.98647844,38.11638013,38.26865881,38.45346444,38.67794624,39.02386746,39.57783073,40.30061545,41.14713043,42.07228447,43.03098636,43.97814493,44.86866897,45.65746729,46.29555114,46.80615212,47.26256245,47.67920976,48.06498809,48.42879146,48.77951391,49.12604949,49.47729222,49.84213613,50.22947527,50.64945698,51.09797526,51.56280132,52.04151478,52.53354495,53.03832113,53.55527263,54.08382875,54.62341881,55.1734721,55.74083434,56.23283474,56.70989552,57.18668469,57.66183648,58.13527015,58.60690497,59.07666023
France,FRA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,73.24819705,73.2937262,73.35225319,73.41803355,73.4874685,73.56235716,73.64401917,73.73377418,73.83294182,73.94284175,74.06759664,74.21978629,74.4051123,74.61687823,74.84992835,75.0991069,75.35925813,75.62522628,75.89185561,76.16827036,76.51439831,76.90744136,77.25438666,77.4691216,77.49005,77.43633151,77.34672401,77.24579766,77.15619016,77.10053918,77.09628448,77.11827174,77.16694649,77.24407215,77.35242968,77.76109192,78.59991147,78.6467804,78.67144325,78.68907845,78.71191318,78.73646034,78.75919211,78.78043231,78.7999751
Faroe Islands,FRO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,31.57222557,31.60163689,31.77223778,32.06173325,32.30898666,32.20294571,32.40337372,32.87509918,33.0186882,33.35765839,33.47926331,33.72041702,34.02338791,34.20758057,33.93364716,34.3788681,34.88975143,35.18510056,35.46343613,35.67156982,35.69867706,35.93421555,35.93654251,36.1276474,36.31798553,36.33205795,36.4584198,36.29298782,36.46792221,36.8888092,37.25369263,37.29759598,37.32449722,37.74148178,37.9093895,38.14315033,38.32002258,38.33246994,38.40588379,38.39456558,38.66899872,38.80837631,38.99598245,39.19752701,39.41323259
Micronesia (Federated States of),FSM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,26.46999923,26.46555919,26.45216854,26.42975964,26.3982648,26.35761631,26.30774645,26.24858751,26.18007181,26.10213161,26.01469923,25.91770694,25.81108705,25.69477184,25.57673947,25.28882745,24.64668984,23.83057974,23.04147207,22.48034174,22.32999992,22.32999992,22.32999992,22.32999992,22.32999992,22.32999992,22.32751404,22.32083245,22.31111925,22.2995385,22.29035299,22.29146641,22.29425688,22.2986324,22.30461931,22.31223361,22.32148961,22.33240119,22.34498204,22.35924578,22.375206,22.39287629,22.41227018,22.43340125,22.45628302
Gabon,GAB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,55.23611353,57,58.54525049,59.93748938,61.22790022,62.46766657,63.70797197,65,66.38482812,67.83039409,69.27817186,70.66963539,71.94625864,73.0456188,74.02436372,74.98935509,75.94210434,76.87937949,77.79794855,78.69457954,79.56604047,80.40909934,81.22052419,81.99708301,82.73554382,83.43267464,84.08524347,84.69001834,85.24376725,85.74325821,86.18525925,86.56653837,86.88386358,87.14824807,87.6236018,88.08530838,88.54458834,89.00097333,89.453995,89.90318502,90.34807504,90.78819673,91.22433555,91.63759628,91.86320947
United Kingdom,GBR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.57169386,78.59886989,78.57904358,78.53654484,78.47757755,78.40805679,78.33389763,78.26101514,78.19532439,78.14274045,78.10917839,78.10206542,78.15493359,78.27480231,78.44742197,78.65910027,78.89614491,79.14486358,79.39156399,79.62255384,79.82414083,79.98383013,80.11460627,80.23315933,80.34232849,80.44559381,80.54643536,80.6483332,80.75476739,80.86921801,80.99516512,81.13596856,81.29056678,81.45737687,81.63557508,81.82437723,82.02299917,82.23065673,82.44656576,82.66994207,82.90000153,82.98864315,83.0753983,83.16019329,83.24295444
Georgia,GEO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,52.29253006,52.63158035,52.99252701,53.3174324,53.65216064,54.00605011,54.40021133,54.87434769,55.44031906,55.32080557,55.13720104,54.9029371,54.63036899,54.33135278,54.01774449,53.70140018,53.3941759,53.10792769,52.8545116,52.64578367,52.49359996,52.4098165,52.4127676,52.51447057,52.71731993,53.00362806,53.35939165,53.77060739,54.22327198,54.70338211,55.19693447,55.68992576,56.16835268,56.6182119,57.0237613,57.38038005,57.6984032,57.99968272,58.30381819,58.63040918,58.99905528,59.42935606,60.01016227,60.75230778,61.07896051
Ghana,GHA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,31.02686729,31.24485809,31.49262632,31.77695478,32.11048836,32.52240714,33.02727598,33.61171997,34.26581032,34.97961822,35.74321487,36.54667145,37.38005917,38.23344921,39.09691277,39.96052104,40.81434522,41.6484565,42.45292608,43.21782515,43.93737866,44.64105073,45.34846921,46.05479736,46.75720045,47.45284378,48.13889262,48.81251227,49.47086799,50.11112509,50.72969268,51.33040866,51.91979184,52.49857945,53.06633988,53.62264152,54.16705276,54.69914198,55.21847757,55.72462791,56.2171614,56.69525568,57.2506096,57.80747378,58.3654868
Gibraltar,GIB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Guinea,GIN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,24.7362309,25.26666725,25.72660951,26.11478916,26.46679914,26.79738994,27.10853391,27.40305104,27.68376137,27.9534849,28.21504164,28.47125162,28.72493484,28.97891132,29.23600108,29.49902412,29.7715517,30.05283193,30.33984595,30.63021655,30.92311056,31.21769484,31.51313621,31.8086015,32.10325756,32.39627122,32.6868093,32.97403866,33.25712612,33.53523852,33.80754269,34.07320547,34.33139369,34.5812742,34.81779208,35.03731918,35.31002808,35.58273315,35.85543823,36.12815475,36.48022081,36.85021784,37.23849675,37.6454084,38.07130367
